account_no,location_name,business_entity,postcode,address_line_1,address_line_2,town_city,logged_by
A5001520,CRICK RTW,4223.100.,NN6 7SL,"CRICK MOTORWAY ESTATE, ELDON WAY",,CRICK,Admin
A5001290,ABERTILLERY DO,426.100.,NP13 1XE,UNIT 5 CWMTILLERY INDUSTRIAL ESTATE,,ABERTILLERY,Admin
A5001293,PONTYPOOL DO,427.100.,NP4 6AB,PONTNEWYNYDD INDUSTRIAL ESTATE,,PONTYPOOL,Admin
A5001288,ABERCARN DO,429.100.,NP11 4AA,PRINCE OF WALES INDUSTRIAL ESTATE,,NEWPORT,Admin
A500102,MIDLANDS HUB,4290.100.,NN6 7HQ,DRIFT DRIVE,,CRICK,Admin
A500185,CARDIFF NORTH DO,431.100.,CF14 5XW,UNIT 11-13 CHEVIOT CLOSE,,CARDIFF,Admin
A5001547,ATTLEBOROUGH SUDO,4315.100.,NR17 2QZ,38 MAURICE GAYMER ROAD,,ATTLEBOROUGH,Admin
A5001242,BRIDGWATER RTW,4318.100.,TA6 6LQ,SHOWGROUND ROAD,,BRIDGWATER,Admin
A500165,SOUTH SHIELDS DO,4326.100.,NE33 5BY,WEST WALPOLE STREET,,SOUTH SHIELDS,Admin
A5001555,LONG STRATTON SUDO,4329.100.,NR15 2PD,20 WELLESLEY ROAD,,NORWICH,Admin
A5001327,BRECON DO,433.100.,LD3 8NU,UNIT 8 FFRWDGRECH INDUSTRIAL ESTATE,,BRECON,Admin
A5001217,NARBERTH DO,4337.100.,SA67 7ET,HILL STREET,UNIT 18 RUSHACRE ENTERPRISE PARK,NARBERTH,Admin
A500192,CAERPHILLY DO,435.100.,CF83 2XX,16-17 TRECENYDD BUSINESS PARK,,CAERPHILLY,Admin
A500194,HENGOED DO,437.100.,CF82 7YY,2 WILLOW WAY,,HENGOED,Admin
A500193,FERNDALE DO,438.100.,CF43 4HN,UNIT 14 OAKLANDS BUSINESS PARK,,FERNDALE,Admin
A5001285,NEWPORT LD,439.100.,NP20 2NN,UNITS 21&22 MAESGLAS INDUSTRIAL EST,,NEWPORT,Admin
A500128,NORTH WEST SH,4394.100.,WA5 3UY,UNIT 1 MOUNTPARK,,WARRINGTON,Admin
A5001284,NEWPORT EAST DO,440.100.,NP19 4AA,12-13 ESTUARY ROAD,,NEWPORT,Admin
A5001643,STOREFEEDER NOTT HQ OFF,4402.100.,NG8 6AT,2 COLLIERS WAY,DAVY HOUSE,NOTTINGHAM,Admin
A5001516,YORK RTW,4404.100.,YO30 4UU,"UNIT 9 SEAFIRE CLOSE, CLIFTON MOOR IND EST",,YORK,Admin
A500195,MID RHONDDA GANOL DO,441.100.,CF40 2XY,CAMBRIAN INDUSTRIAL PARK,,TONYPANDY,Admin
A5001405,EDINBURGH VOC CHR,4456.1.,EH28 8NB,"ROYAL HIGHLAND CENTRE CAR PARK,",,"INGLISTON, EDINBURGH",Admin
A5001108,INVERNESS RTW,4492.100.,IV1 1ST,UNIT 1 LOTLAND STREET,,INVERNESS,Admin
A5001344,EXETER TRAILER PAR,4501.1.,EX5 1EW,COMPOUND 61,GREENDALE BUSINESS PARK,EXETER,Admin
A5001277,GLASGOW OUTHOUSE LD,4517.100.,G68 0LL,NAPIER PLACE,WARDPARK IND ESTATE,CUMBERNAULD,Admin
A5001126,PERTH LD,455.100.,PH1 3UG,UNITS 1 AND A1 INVERALMOND GROVE,,PERTH,Admin
A5001106,INVERNESS LD,462.100.,IV1 1AD,7 LOTLAND STREET,,INVERNESS,Admin
A5001532,KENILWORTH DO,476.100.,CV8 1AA,BARROW ROAD,,KENILWORTH,Admin
A5001283,NUNEATON DO,479.100.,CV11 4AA,"3 CHURCH STREET,",,NUNEATON,Admin
A5001534,RUGBY DO,482.100.,CV21 1AA,MILL ROAD,,RUGBY,Admin
A5001535,RUGBY RTW,482.101.,CV21 1AA,MILL ROAD,,RUGBY,Admin
A5001533,LEAMINGTON SPA DO,484.100.,CV31 1AA,1 PRIORY TERRACE,,LEAMINGTON SPA,Admin
A5001536,STRATFORD UPON AVON DO,487.100.,CV37 0XX,MAYBROOK ROAD,,STRATFORD UPON AVON,Admin
A5001537,WARWICK DO,488.100.,CV34 5WW,UNITS 1-4 BROXELL CLOSE,,WARWICK,Admin
A5001524,ATHERSTONE DO,490.100.,CV9 1AA,7 COLESHILL STREET,,ATHERSTONE,Admin
A5001600,DERBY DO/RET/OFF,536.100.,DE1 1AA,MIDLAND ROAD,,DERBY,Admin
A5001623,DERBY RTW,536.101.,DE1 1AA,MIDLAND ROAD,,DERBY,Admin
A5001596,ASHBOURNE DO,537.100.,DE6 1YA,BLENHEIM ROAD,,ASHBOURNE,Admin
A5001598,BELPER DO,539.100.,DE56 1UU,GOODS ROAD,,BELPER,Admin
A5001604,RIPLEY DE DO,542.100.,DE5 3BP,MARKET PLACE,,RIPLEY,Admin
A5001605,SWADLINCOTE DO,543.100.,DE11 0AA,CIVIC WAY,,SWADLINCOTE,Admin
A5001603,MATLOCK DO,545.100.,DE4 3AA,14 BANK ROAD,,MATLOCK,Admin
A5001597,BAKEWELL DO,547.100.,DE45 1FY,BRIDGE STREET,,BAKEWELL,Admin
A5001595,ALFRETON DO,551.100.,DE55 4QS,WEST WAY,,ALFRETON,Admin
A5001602,ILKESTON DO,554.100.,DE7 8XD,MANNERS AVENUE,,ILKESTON,Admin
A5001599,BURTON ON TRENT DO,557.100.,DE14 1BB,15-16 FALCON CLOSE,,BURTON ON TRENT,Admin
A500103,BOLTON NORTH DO,57.100.,BL1 8XX,UNIT 7 THE COURTYARD,,BOLTON,Admin
A5001422,BRINKLOW DO,58.100.,MK10 0BS,BRUDENELL DRIVE,,MILTON KEYNES,Admin
A5001421,BLETCHLEY DO,59.100.,MK1 1AS,"DANE ROAD,",,MILTON KEYNES,Admin
A5001336,AXMINSTER DO,595.100.,EX13 5AA,SOUTH STREET,,AXMINSTER,Admin
A5001346,CREDITON DO,597.100.,EX17 1HX,HAWKINS WAY,,CREDITON,Admin
A5001355,HONITON DO,599.100.,EX14 1PA,CHAPEL STREET,,HONITON,Admin
A5001191,EDINBURGH LD,6.100.,EH11 4XX,,100 BANKHEAD CROSSWAY NORTH,EDINBURGH,Admin
A5001334,TIVERTON DO,600.100.,EX16 6BH,25 BAMPTON STREET,,TIVERTON,Admin
A5001335,SIDMOUTH DO,605.100.,EX10 8TP,VICARAGE ROAD,,SIDMOUTH,Admin
A5001354,HOLSWORTHY DO,611.100.,EX22 6BK,CROFT ROAD,,HOLSWORTHY,Admin
A5001351,BEAWORTHY STATION ROAD GAR,612.100.,EX21 5XW,STATION ROAD,,BEAWORTHY,Admin
A5001352,BIDEFORD DO,613.100.,EX39 2EX,THE QUAY,,BIDEFORD,Admin
A5001356,ILFRACOMBE DO,617.100.,EX34 9DB,37-38 HIGH STREET,,ILFRACOMBE,Admin
A5001350,BARNSTAPLE DO,620.100.,EX32 8XX,MALLETS LANE,,BARNSTAPLE,Admin
A5001349,BARNSTAPLE RTW,620.101.,EX32 8XX,MALLETS LANE,,BARNSTAPLE,Admin
A5001323,BRIXHAM DO,625.100.,TQ5 8TQ,MARKET STREET,,BRIXHAM,Admin
A5001324,TEIGNMOUTH DO,627.100.,TQ14 8AA,DEN ROAD,,TEIGNMOUTH,Admin
A5001322,DARTMOUTH DO,628.100.,TQ6 9BE,20 VICTORIA ROAD,,DARTMOUTH,Admin
A5001333,TORQUAY DO,630.100.,TQ2 7TA,BROOMHILL WAY,,TORQUAY,Admin
A5001339,EXETER MC,635.100.,EX2 7XX,OSPREY ROAD,,EXETER,Admin
A5001343,EXETER ST,635.101.,EX2 7XX,OSPREY ROAD,,EXETER,Admin
A5001299,TOTNES DO,638.100.,TQ9 5FN,"BABBAGE ROAD,",,TOTNES,Admin
A5001236,POOLE LD/RTW,722.100.,BH17 7AG,UNIT 1-4 UPTON ROAD,,POOLE,Admin
A500186,CARDIFF NORTH EAST DO,724.100.,CF3 2ZZ,UNIT 5 SPRINGMEADOW BUSINESS PARK,,CARDIFF,Admin
A5001577,CLEVELAND LD,731.100.,TS2 1RA,"UNIT 4-6 RALEIGH COURT, MIDDLESBROUGH",,MIDDLESBROUGH,Admin
A5001256,DEESIDE LD,734.100.,CH5 2QX,UNITS 5-7 ST IVES PARK,,DEESIDE,Admin
A5001301,CARLISLE LD,760.100.,CA3 0PP,BANK END ROAD,,CARLISLE,Admin
A5001642,NOTTINGHAM LD,77.100.,NG4 2SQ,UNIT 2 DRAKE ROAD,,NOTTINGHAM,Admin
A5001619,LINCOLN LD,775.100.,LN6 3LQ,WHISBY WAY,,LINCOLN,Admin
A5001252,SHREWSBURY LD,776.100.,SY4 4UP,UNITS 50-51 ATCHAM BUSINESS PARK,,SHREWSBURY,Admin
A500110,GREENFORD MC,784.100.,UB6 0GG,GREEN PARK WAY,,GREENFORD,Admin
A500149,LEICESTER LD,798.100.,LE4 5HQ,1 ELLAND ROAD,,LEICESTER,Admin
A5001206,WEST THURROCK HUB,80.100.,RM20 3FJ,UNIT 6B TRADE LINK WESTON AVE,,GRAYS,Admin
A500170,BRISTOL LD,839.100.,BS34 5TB,UNIT 17 CONCORDE ROAD,,BRISTOL,Admin
A5001403,TAVISTOCK DO,867.100.,PL19 9RL,11-14 CRELAKE IND ESTATE,,TAVISTOCK,Admin
A5001404,WEST PARK DO,871.100.,PL5 2LG,COOMBE PARK LANE,,PLYMOUTH,Admin
A5001390,LOOE DO,874.100.,,,,,Admin
A5001402,SALTASH DO,879.100.,PL12 6AA,WESLEY ROAD,,SALTASH,Admin
A5001398,IVYBRIDGE DO,885.100.,PL21 9AA,UNIT 17-18 WESTOVER IND EST,,IVYBRIDGE,Admin
A5001401,PLYMPTON DO,889.100.,PL7 2DR,AYLWIN CLOSE,,PLYMOUTH,Admin
A5001353,BUDE DO,891.100.,EX23 8LU,BELLE VUE,,BUDE,Admin
A5001400,LISKEARD DO,897.100.,PL14 6AA,THE PARADE,,LISKEARD,Admin
A5001368,NEWQUAY DO,902.100.,TR7 1BU,EAST STREET,,NEWQUAY,Admin
A5001387,BODMIN DO,903.100.,PL31 1AA,ST NICHOLAS STREET,,BODMIN,Admin
A5001389,WADEBRIDGE DO,909.100.,PL27 7AA,,,,Admin
A5001370,REDRUTH DO,914.100.,TR15 2AA,61 FORE STREET,,REDRUTH,Admin
A5001371,REDRUTH RTW,914.101.,TR15 2AA,61 FORE STREET,,REDRUTH,Admin
A5001369,PENZANCE DO,921.100.,TR18 2NY,CLARENCE STREET,,PENZANCE,Admin
A5001367,HAYLE DO,924.100.,TR27 4AA,FOUNDRY SQUARE,,HAYLE,Admin
A5001372,TRURO MC,930.100.,TR1 1AA,NEWHAM,,TRURO,Admin
A5001375,ST AUSTELL DO,931.100.,,,,,Admin
A5001399,LAUNCESTON DO,933.100.,PL15 7PL,LOWLEY ROAD,,LAUNCESTON,Admin
A5001394,PLYMOUTH NORTH DO,936.100.,PL9 7EB,BREAKWATER ROAD,,PLYMOUTH,Admin
A5001396,CALLINGTON DO,937.100.,PL17 7SP,1-3 MOSS SIDE INDUSTRIAL ESTATE,,CALLINGTON,Admin
A5001388,BODMIN RTW,941.100.,PL31 2NR,BERRYCOOMBE ROAD,,BODMIN,Admin
A5001393,PLYMOUTH MC,945.100.,PL9 7XX,BREAKWATER ROAD,,PLYMOUTH,Admin
A5001395,PLYMOUTH RTW,945.101.,PL9 7XX,BREAKWATER ROAD,,PLYMOUTH,Admin
A5001391,PLYMOUTH OFF/ST/MED,945.102.,PL9 7HJ,"BREAKWATER ROAD,",,PLYMOUTH,Admin
A5001366,FALMOUTH DO,946.100.,TR11 4TT,"BICKLAND INDUSTRIAL ESTATE,",,FALMOUTH,Admin
A5001245,ST IVES TR DO,947.100.,TR26 2XX,PENBEAGLE INDUSTRIAL ESTATE,,ST IVES,Admin
A5001,AECOM,Customer,EH3 5DA,1 TANFIELD,,EDINBURGH,Admin
A5001348,EX-TUFFNELLS - NORWICH,Not.Known.,NR6 6AG,23 VULCAN ROAD SOUTH,,NORWICH,Admin
